Time,Acel. X,Acel. Y,Acel. Z,Rot. X,Rot. Y,Rot. Z
1574,9.16,0.10,-2.90,-0.73,-0.41,0.31
1577,2.45,0.15,-11.67,-0.82,-0.19,0.29
1579,10.29,1.48,-2.13,-0.70,-0.40,0.34
1582,1.03,0.68,-11.89,-0.86,-0.13,0.30
1589,1.95,0.78,-11.82,-0.86,-0.12,0.29
1592,8.68,1.59,-2.33,-0.72,-0.39,0.32
1595,2.24,1.11,-10.47,-0.85,-0.12,0.30
1598,7.64,1.40,-3.02,-0.69,-0.42,0.32
1601,3.31,0.83,-10.88,-0.79,-0.15,0.33
1604,8.08,2.04,-3.84,-0.62,-0.41,0.33
1607,3.10,1.71,-10.46,-0.80,-0.16,0.34
1609,7.07,2.41,-4.13,-0.59,-0.43,0.32
1612,4.64,1.61,-8.99,-0.74,-0.17,0.33
1615,2.26,0.22,-6.82,-0.62,-0.29,0.29
1618,8.80,0.39,-3.29,-0.57,-0.28,0.35
1621,2.45,-0.09,-8.83,-0.54,-0.23,0.31
1624,9.98,0.31,-2.61,-0.49,-0.30,0.36
1631,6.53,0.83,-6.54,-0.46,-0.20,0.37
1634,3.86,0.52,-5.30,-0.35,-0.34,0.33
1636,6.95,0.83,-4.90,-0.43,-0.21,0.37
1639,2.38,0.50,-5.73,-0.34,-0.32,0.32
1642,8.50,-0.17,-3.74,-0.40,-0.23,0.37
1645,1.66,0.79,-9.17,-0.41,-0.18,0.33
1648,8.81,0.32,-0.60,-0.29,-0.39,0.37
1651,2.49,0.92,-9.58,-0.40,-0.13,0.34
1654,9.46,1.87,0.99,-0.26,-0.36,0.37
1657,1.37,1.34,-9.20,-0.41,-0.09,0.34
1660,8.62,1.84,0.39,-0.26,-0.36,0.35
1663,2.49,1.46,-8.57,-0.39,-0.06,0.34
1665,8.06,1.92,1.70,-0.27,-0.33,0.34
1672,7.41,2.40,1.08,-0.22,-0.29,0.33
1675,3.24,1.26,-6.70,-0.38,0.01,0.35
1678,6.55,2.69,0.95,-0.18,-0.26,0.33
1681,4.24,1.58,-6.00,-0.33,0.01,0.35
1684,5.23,2.84,1.12,-0.16,-0.23,0.31
1687,4.99,1.41,-4.64,-0.29,0.04,0.36
1689,4.61,2.02,1.10,-0.11,-0.15,0.31
1692,5.49,1.94,-3.12,-0.22,0.06,0.36
1695,3.00,1.62,-0.53,-0.08,-0.11,0.31
1698,9.87,0.09,1.10,-0.10,-0.08,0.36
1701,1.75,-0.19,-7.38,-0.11,0.09,0.31
1704,10.43,-0.21,1.19,-0.05,-0.08,0.36
1707,0.75,0.00,-8.42,-0.09,0.14,0.32
1714,1.58,0.41,-4.22,0.01,0.04,0.32
1717,8.34,-0.18,-0.97,-0.03,0.08,0.37
1719,2.21,-0.01,-5.66,0.01,0.12,0.32
1722,8.97,0.34,-0.90,0.01,0.10,0.38
1725,1.24,-0.28,-6.41,-0.01,0.16,0.33
1728,8.15,1.74,-1.06,0.09,-0.03,0.37
1731,2.74,1.37,-9.79,-0.05,0.24,0.37
1734,8.18,2.04,-1.07,0.11,-0.01,0.38
1737,1.87,1.59,-10.59,-0.06,0.27,0.37
1740,7.50,2.27,-3.39,0.11,-0.03,0.36
1743,3.27,1.31,-10.90,-0.06,0.24,0.38
1746,6.97,1.87,-3.96,0.12,-0.04,0.36
1748,3.70,2.05,-9.77,-0.06,0.22,0.40
1751,5.71,1.92,-3.80,0.11,-0.03,0.36
1758,4.31,1.74,-4.23,0.13,0.02,0.35
1761,5.52,1.39,-6.87,0.01,0.23,0.40
1764,4.82,1.96,-4.82,0.18,0.08,0.37
1767,5.96,1.28,-7.26,0.05,0.26,0.41
1770,3.23,0.78,-7.67,0.20,0.09,0.35
1772,7.15,0.86,-7.30,0.11,0.25,0.40
1775,2.54,0.31,-7.64,0.22,0.12,0.35
1778,7.76,0.70,-5.83,0.17,0.22,0.40
1781,1.39,-0.16,-12.75,0.14,0.30,0.37
1784,9.43,0.99,-4.74,0.28,0.08,0.40
1787,1.84,-0.05,-12.84,0.17,0.32,0.38
1790,9.59,1.45,-4.96,0.36,0.06,0.41
1793,1.96,0.60,-13.59,0.23,0.31,0.39
1796,9.34,1.04,-6.03,0.44,0.04,0.40
1802,9.32,-0.58,-7.04,0.49,0.13,0.41
1805,2.55,-1.10,-14.77,0.47,0.24,0.37
1808,8.48,1.68,-7.80,0.60,0.03,0.40
1811,2.68,1.29,-14.07,0.42,0.29,0.41
1814,7.24,1.43,-9.28,0.64,-0.01,0.39
1817,3.87,1.49,-13.79,0.49,0.27,0.42
1820,7.12,0.76,-9.00,0.66,0.03,0.39
1823,4.31,1.64,-11.98,0.48,0.29,0.42
1826,5.12,1.48,-9.38,0.65,0.02,0.38
1828,5.34,1.13,-11.71,0.54,0.26,0.42
1831,5.87,0.42,-10.81,0.68,0.07,0.38
1834,5.36,2.01,-11.86,0.52,0.26,0.44
1837,1.26,-0.97,-16.49,0.53,0.20,0.39
1844,3.93,-0.58,-13.18,0.56,0.04,0.37
1847,7.33,0.76,-10.90,0.46,0.16,0.42
1850,3.12,-0.69,-13.08,0.49,0.02,0.38
1853,8.18,0.66,-9.85,0.43,0.08,0.43
1856,3.31,-1.27,-15.29,0.44,0.01,0.37
1858,9.50,0.82,-10.13,0.40,0.04,0.42
1861,1.43,0.22,-18.47,0.25,0.15,0.40
1864,10.18,-0.38,-10.28,0.34,-0.01,0.40
1867,2.37,1.04,-16.40,0.21,0.10,0.39
1870,8.15,0.92,-9.82,0.35,-0.18,0.39
1873,3.14,0.92,-17.02,0.18,0.09,0.40
1876,8.94,1.58,-10.66,0.32,-0.15,0.39
1879,2.00,1.65,-17.77,0.07,0.14,0.41
1885,2.05,-0.21,-18.18,0.01,0.09,0.35
1888,9.42,0.30,-10.53,0.12,-0.14,0.37
1891,4.19,1.78,-14.66,-0.05,0.08,0.39
1894,6.78,1.04,-11.91,0.09,-0.15,0.34
1897,4.31,2.41,-14.27,-0.08,0.10,0.39
1900,5.03,1.06,-13.11,0.03,-0.17,0.34
1903,5.68,1.69,-13.38,-0.10,0.05,0.38
1906,4.94,0.00,-12.84,-0.03,-0.14,0.33
1909,6.05,1.63,-12.20,-0.15,0.04,0.37
1911,3.44,0.41,-13.47,-0.08,-0.16,0.32
1914,6.84,0.54,-11.59,-0.16,-0.02,0.37
1917,4.11,-0.45,-13.88,-0.11,-0.13,0.33
1920,7.15,1.82,-10.64,-0.18,-0.03,0.38
1927,8.85,1.02,-9.61,-0.21,-0.05,0.36
1930,2.30,-0.70,-13.65,-0.25,-0.09,0.31
1933,8.48,0.18,-8.51,-0.25,-0.10,0.36
1935,2.90,-0.34,-14.37,-0.27,-0.07,0.31
1939,9.94,0.49,-7.35,-0.27,-0.10,0.36
1941,1.13,-0.45,-15.05,-0.31,-0.03,0.31
1944,10.76,0.63,-8.24,-0.27,-0.15,0.34
1947,1.76,-0.05,-14.73,-0.37,-0.02,0.29
1950,9.28,0.41,-7.46,-0.28,-0.17,0.33
1953,3.18,1.86,-13.36,-0.41,0.01,0.33
1956,7.63,1.74,-8.39,-0.21,-0.20,0.31
1959,3.17,2.54,-12.75,-0.39,0.05,0.34
1962,5.83,1.68,-9.32,-0.22,-0.22,0.30
1969,8.49,0.40,-7.88,-0.22,-0.22,0.31
1971,2.61,1.04,-14.87,-0.38,0.02,0.31
1974,9.18,1.57,-7.36,-0.20,-0.22,0.31
1977,5.20,1.95,-10.35,-0.32,0.03,0.32
1980,3.48,0.46,-10.95,-0.23,-0.17,0.27
1983,6.47,1.21,-10.01,-0.30,0.02,0.31
1986,3.80,0.33,-11.49,-0.23,-0.12,0.26
1989,6.93,0.79,-9.10,-0.34,0.03,0.30
1992,2.50,-0.00,-11.07,-0.26,-0.09,0.26
1994,7.98,0.33,-8.47,-0.29,0.02,0.30
1998,3.10,-0.24,-13.20,-0.25,-0.04,0.26
2000,8.72,0.04,-7.73,-0.31,0.01,0.30
2003,1.53,-0.69,-13.36,-0.30,0.00,0.25
2010,1.67,-0.69,-13.63,-0.33,0.03,0.26
2013,9.17,-0.22,-7.63,-0.27,-0.06,0.30
2016,2.50,-0.69,-14.76,-0.33,0.06,0.26
2019,10.01,0.96,-7.00,-0.22,-0.06,0.31
2022,0.75,-0.72,-15.57,-0.37,0.11,0.27
2024,10.38,0.78,-7.84,-0.23,-0.08,0.31
2027,1.55,0.01,-15.44,-0.36,0.12,0.27
2030,9.23,0.30,-6.85,-0.27,-0.10,0.31
2033,1.63,0.85,-15.04,-0.38,0.12,0.28
2036,6.22,0.56,-9.12,-0.26,-0.11,0.27
2039,3.90,1.70,-12.23,-0.39,0.14,0.31
2042,5.21,0.39,-10.28,-0.27,-0.10,0.27
2045,5.10,1.13,-11.72,-0.43,0.14,0.30
2052,2.35,0.92,-14.42,-0.50,0.13,0.28
2054,8.44,1.00,-7.70,-0.35,-0.11,0.27
2057,1.95,1.00,-14.08,-0.56,0.19,0.29
2060,7.19,1.30,-7.83,-0.36,-0.11,0.26
2063,3.41,1.29,-12.15,-0.55,0.18,0.27
2066,1.98,-0.97,-11.10,-0.44,0.03,0.23
2069,7.95,-0.73,-7.62,-0.46,0.08,0.28
2072,3.00,-1.15,-12.54,-0.42,0.07,0.23
2075,8.77,-0.08,-7.13,-0.41,0.09,0.30
2078,1.14,-1.37,-13.26,-0.43,0.11,0.25
2081,9.86,0.26,-7.40,-0.35,0.04,0.30
2083,1.64,-1.55,-14.09,-0.40,0.14,0.25
2086,10.19,-0.61,-6.89,-0.31,0.03,0.30
2093,7.00,0.60,-8.24,-0.28,0.14,0.33
2096,1.19,-1.10,-14.57,-0.29,0.18,0.29
2099,10.04,0.25,-6.62,-0.15,-0.04,0.34
2102,1.19,-0.17,-15.17,-0.25,0.18,0.30
2105,10.08,0.55,-6.23,-0.10,-0.06,0.33
2107,1.05,0.15,-14.54,-0.22,0.19,0.31
2110,9.16,0.61,-6.23,-0.03,-0.08,0.33
2113,1.85,0.52,-15.19,-0.12,0.19,0.34
2116,9.15,1.00,-6.55,0.05,-0.07,0.36
2119,5.29,0.95,-10.51,-0.06,0.20,0.38
2122,8.13,1.68,-7.48,0.12,-0.08,0.36
2125,6.78,0.46,-9.36,0.01,0.18,0.38
2128,2.88,0.03,-10.41,0.10,0.01,0.34
2135,7.22,1.68,-7.84,0.20,-0.05,0.38
2137,3.13,1.61,-11.47,0.01,0.20,0.40
2140,5.40,1.49,-8.00,0.22,-0.07,0.38
2143,4.41,1.66,-11.02,0.11,0.19,0.41
2146,5.15,0.52,-8.27,0.24,-0.03,0.37
2149,4.47,1.41,-10.61,0.12,0.18,0.42
2152,1.75,-0.22,-12.39,0.18,0.10,0.38
2155,9.50,0.20,-5.58,0.20,0.05,0.43
2158,1.20,-0.29,-13.34,0.18,0.14,0.38
2161,10.26,-0.18,-5.52,0.21,0.03,0.43
2164,1.04,-0.46,-12.98,0.15,0.17,0.38
2167,9.40,-0.16,-6.16,0.24,-0.00,0.42
2169,1.80,-0.77,-14.38,0.13,0.20,0.39
2172,10.04,1.32,-6.23,0.30,-0.00,0.43
2179,9.52,0.90,-7.15,0.31,-0.04,0.42
2182,1.47,0.42,-14.77,0.16,0.25,0.40
2185,8.33,1.00,-7.44,0.36,-0.03,0.41
2188,1.89,0.62,-15.15,0.20,0.24,0.42
2191,8.77,1.61,-7.27,0.39,-0.02,0.42
2193,2.02,1.74,-13.90,0.23,0.25,0.43
2196,6.78,1.59,-8.48,0.40,-0.03,0.41
2199,3.12,1.59,-13.59,0.26,0.23,0.42
2202,7.47,1.27,-8.69,0.43,0.01,0.40
2205,7.21,1.05,-8.86,0.33,0.21,0.43
2208,2.05,-0.75,-13.11,0.36,0.13,0.37
2211,8.58,0.37,-8.75,0.37,0.18,0.42
2214,1.96,-0.66,-12.90,0.37,0.14,0.38
2221,5.31,1.07,-10.09,0.46,0.04,0.38
2223,5.06,2.12,-10.76,0.33,0.25,0.43
2226,3.79,1.10,-11.15,0.47,0.05,0.38
2229,6.74,1.63,-10.15,0.41,0.24,0.42
2232,3.39,0.09,-10.75,0.48,0.07,0.37
2235,9.11,-0.02,-7.34,0.50,0.07,0.42
2238,1.98,0.10,-15.73,0.43,0.24,0.39
2241,10.33,1.14,-7.47,0.56,0.05,0.43
2244,0.56,-0.14,-16.45,0.43,0.28,0.40
2246,10.01,0.90,-8.55,0.59,0.01,0.43
2250,1.64,0.59,-15.99,0.45,0.27,0.40
2252,8.47,1.05,-8.47,0.62,0.00,0.41
2255,1.89,1.11,-15.73,0.47,0.25,0.42
2258,8.79,2.12,-8.53,0.68,0.00,0.42
2265,7.49,1.99,-9.19,0.70,-0.03,0.41
2268,2.94,2.42,-14.79,0.55,0.24,0.42
2271,7.68,1.96,-9.62,0.73,0.01,0.40
2274,2.68,2.15,-14.35,0.56,0.28,0.42
2276,6.07,1.80,-10.59,0.76,0.00,0.39
2279,4.15,1.96,-13.92,0.65,0.24,0.42
2282,6.39,0.96,-11.91,0.82,0.03,0.40
2285,4.07,2.47,-13.87,0.69,0.25,0.43
2288,1.67,-0.50,-15.78,0.75,0.15,0.39
2291,9.38,1.28,-10.36,0.86,0.12,0.43
2294,2.42,-0.31,-17.05,0.79,0.18,0.39
2297,9.71,1.38,-9.81,0.90,0.10,0.43
2300,1.40,-0.25,-16.65,0.80,0.19,0.39
2306,3.93,-0.11,-15.28,0.95,0.08,0.38
2309,7.48,1.70,-11.76,0.91,0.21,0.43
2312,2.29,-0.41,-15.71,0.91,0.09,0.38
2315,8.70,0.83,-11.44,0.92,0.16,0.42
2318,2.74,-0.44,-16.05,0.89,0.10,0.37
2321,8.78,0.95,-10.47,0.96,-0.02,0.41
2324,2.49,1.04,-17.51,0.78,0.20,0.41
2327,9.42,2.07,-10.57,0.97,-0.03,0.41
2330,1.60,1.29,-17.92,0.73,0.24,0.41
2332,8.64,2.06,-11.39,0.94,-0.07,0.39
2335,3.03,2.03,-15.61,0.74,0.21,0.38
2338,6.96,1.24,-10.65,0.91,-0.07,0.36
2341,3.58,2.55,-15.44,0.75,0.16,0.39
2348,3.11,2.85,-15.56,0.70,0.18,0.39
2351,6.16,1.53,-13.04,0.86,-0.10,0.35
2354,5.09,2.07,-14.39,0.68,0.17,0.36
2356,4.95,0.44,-12.69,0.78,-0.07,0.31
2359,5.21,2.38,-12.93,0.68,0.13,0.36
2362,5.26,0.77,-12.63,0.77,-0.03,0.32
2365,5.59,2.74,-11.91,0.67,0.15,0.37
2368,3.48,0.90,-13.94,0.72,-0.05,0.32
2371,7.07,2.21,-11.90,0.66,0.12,0.35
2374,2.16,0.42,-17.83,0.60,0.12,0.31
2377,9.79,1.24,-9.92,0.71,-0.05,0.34
2380,1.44,0.59,-17.88,0.55,0.13,0.32
2383,9.99,1.67,-9.69,0.69,-0.08,0.34
2385,1.57,1.74,-16.57,0.55,0.12,0.32
2392,2.83,0.18,-16.49,0.60,0.01,0.29
2395,9.48,1.49,-9.71,0.63,-0.03,0.34
2398,1.45,-0.08,-16.05,0.53,0.02,0.28
2401,9.90,1.15,-9.30,0.62,-0.09,0.32
2404,2.57,2.20,-14.95,0.48,0.05,0.31
2407,7.59,1.60,-9.48,0.64,-0.23,0.29
2409,2.42,2.64,-15.12,0.46,-0.00,0.31
2413,7.31,1.75,-10.44,0.62,-0.28,0.28
2415,3.55,2.62,-13.97,0.42,-0.05,0.30
2418,5.54,1.53,-10.70,0.56,-0.34,0.26
2421,4.61,2.66,-12.46,0.42,-0.16,0.29
2424,5.60,1.15,-9.95,0.53,-0.36,0.25
2427,4.64,2.90,-10.93,0.40,-0.19,0.29
2434,6.29,2.02,-10.68,0.41,-0.25,0.28
2437,3.34,0.41,-10.63,0.47,-0.44,0.22
2439,6.86,1.81,-9.11,0.40,-0.33,0.27
2443,2.13,0.44,-10.19,0.44,-0.49,0.20
2445,7.33,1.07,-7.35,0.41,-0.41,0.26
2448,2.66,-0.06,-10.81,0.44,-0.48,0.21
2451,8.29,1.92,-6.83,0.40,-0.46,0.26
2454,1.14,0.13,-11.80,0.37,-0.49,0.19
2457,9.17,0.59,-5.45,0.37,-0.53,0.24
2460,1.07,2.03,-13.61,0.29,-0.40,0.21
2463,8.33,1.93,-4.11,0.41,-0.70,0.22
2466,1.03,1.84,-11.94,0.26,-0.42,0.21
2468,7.38,2.15,-3.69,0.39,-0.72,0.21
2475,9.92,0.87,-1.96,0.30,-0.69,0.23
2478,0.42,0.45,-9.50,0.18,-0.52,0.17
2481,8.46,0.13,-1.51,0.25,-0.73,0.20
2484,3.71,1.17,-7.30,0.11,-0.52,0.21
2487,5.81,1.22,-2.07,0.23,-0.73,0.17
2490,3.74,1.70,-6.30,0.08,-0.51,0.21
2493,3.85,1.84,-2.90,0.19,-0.74,0.16
2496,5.23,1.38,-5.26,0.06,-0.53,0.20
2498,3.38,1.37,-2.77,0.16,-0.71,0.15
2501,5.67,0.38,-3.66,0.02,-0.54,0.19
2504,2.48,1.17,-2.98,0.12,-0.69,0.14
2507,6.67,0.06,-2.46,0.00,-0.56,0.19
2510,2.04,0.81,-3.97,0.08,-0.67,0.14
2513,10.08,0.36,0.44,0.05,-0.75,0.19
2519,9.07,0.91,-0.60,0.03,-0.76,0.19
2521,0.91,0.68,-10.29,-0.10,-0.51,0.16
2524,9.05,1.40,-0.87,0.01,-0.77,0.19
2527,0.82,1.24,-8.78,-0.15,-0.52,0.18
2530,7.56,1.30,-1.35,-0.02,-0.79,0.20
2533,2.22,0.96,-9.39,-0.20,-0.52,0.19
2536,7.88,1.56,-1.39,-0.06,-0.77,0.20
2539,1.70,1.78,-9.29,-0.28,-0.51,0.20
2542,2.02,0.43,-4.92,-0.19,-0.70,0.16
2545,7.23,-0.00,-3.41,-0.28,-0.60,0.22
2548,2.08,0.22,-5.02,-0.27,-0.70,0.17
2550,7.01,0.01,-1.67,-0.33,-0.65,0.23
2553,2.07,-0.04,-5.21,-0.32,-0.66,0.18
2560,4.33,2.33,-2.14,-0.34,-0.80,0.20
2563,9.35,-0.14,-0.39,-0.45,-0.72,0.25
2566,0.84,-0.18,-6.78,-0.48,-0.63,0.19
2569,10.01,-0.20,1.06,-0.50,-0.76,0.26
2572,0.31,-0.34,-6.97,-0.55,-0.60,0.20
2574,10.14,0.02,1.34,-0.54,-0.80,0.26
2577,0.13,-0.14,-7.44,-0.62,-0.59,0.21
2580,9.91,0.82,1.46,-0.56,-0.84,0.26
2583,0.48,-0.05,-7.25,-0.71,-0.61,0.21
2586,8.83,1.12,1.91,-0.62,-0.87,0.25
2589,0.96,0.71,-8.09,-0.75,-0.62,0.22
2592,5.17,2.04,0.11,-0.63,-0.86,0.22
2595,4.64,1.69,-4.24,-0.82,-0.66,0.24
2601,1.57,1.31,-7.25,-0.88,-0.62,0.21
2604,7.51,2.39,1.50,-0.73,-0.91,0.23
2607,2.14,1.90,-5.59,-0.90,-0.64,0.23
2610,6.33,2.61,1.53,-0.74,-0.91,0.22
2613,2.99,2.08,-4.72,-0.90,-0.67,0.24
2616,6.01,2.88,1.29,-0.73,-0.88,0.21
2619,7.22,1.26,0.29,-0.81,-0.73,0.23
2622,1.11,0.34,-3.03,-0.79,-0.73,0.18
2625,8.14,0.67,1.25,-0.78,-0.75,0.23
2627,0.98,0.79,-2.88,-0.75,-0.71,0.18
2630,8.39,-0.13,2.38,-0.73,-0.78,0.23
2633,1.23,0.47,-3.71,-0.69,-0.65,0.18
2636,9.39,0.85,3.17,-0.66,-0.77,0.25
2643,6.83,0.86,0.24,-0.69,-0.64,0.23
2646,0.31,0.35,-5.28,-0.67,-0.55,0.18
2649,9.85,0.73,4.48,-0.59,-0.79,0.23
2651,0.51,0.62,-5.13,-0.64,-0.50,0.19
2654,9.29,1.46,4.72,-0.52,-0.76,0.24
2657,0.55,0.62,-5.10,-0.63,-0.45,0.20
2660,8.63,2.29,4.75,-0.46,-0.73,0.23
2663,0.95,1.56,-5.49,-0.56,-0.41,0.20
2666,8.06,2.16,4.34,-0.42,-0.67,0.22
2669,1.32,1.09,-4.55,-0.55,-0.35,0.19
2672,6.74,2.15,3.73,-0.35,-0.61,0.21
2675,5.94,1.16,0.48,-0.46,-0.39,0.23
